,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(groupA).112,2.16628780228,0.141297660731,1.89935828663,2.06798217751,2.16385907435,2.25891857336,2.44841782427,0.00201076411593
a_subj(groupA).113,3.06056759409,0.222328247991,2.6424957497,2.90899817393,3.0555320566,3.20936636196,3.5168822702,0.00355567846099
a_subj(groupA).114,2.87547007903,0.221833641037,2.46364030725,2.72230060986,2.86684897879,3.02013026462,3.33541589189,0.00330271771735
a_subj(groupA).115,3.18046971392,0.221984459517,2.75219758201,3.02579332865,3.17398912251,3.32778704559,3.62435606433,0.00352079387156
a_subj(groupA).116,1.77683238189,0.119161046929,1.55411439319,1.69694403038,1.77287567668,1.8531853624,2.02186318201,0.0018035686178
a_subj(groupA).117,0.37988543648,0.0243514443281,0.335607068342,0.362982015251,0.37904382668,0.395818760282,0.429163927541,0.000405157340908
a_subj(groupA).118,3.80462198784,0.264598311609,3.29875311061,3.62142933859,3.79745343999,3.98263736275,4.3342933598,0.00368669959537
a_subj(groupA).119,2.36564259667,0.168509402368,2.05490295065,2.25161930729,2.3613042692,2.472924312,2.71809803135,0.00231623353398
a_subj(groupA).120,2.69602322834,0.184657816424,2.3558234805,2.56766998705,2.69083565732,2.81769707946,3.07159652913,0.00275529670384
a_subj(groupA).121,1.65342456002,0.108720981898,1.450621572,1.57828381131,1.65179412357,1.72407267224,1.86913848316,0.00181016129402
a_subj(groupA).122,2.70126223798,0.181052549922,2.35704505755,2.57703245505,2.6975943721,2.82115732622,3.07451978498,0.00248372581185
a_subj(groupA).123,2.35809631918,0.148309223937,2.07841261769,2.25728837852,2.35470269953,2.45271472448,2.65658367881,0.00227589837885
a_subj(groupA).124,2.88183824938,0.198666616855,2.50557456284,2.74549049699,2.87925938759,3.01128231811,3.27900319454,0.00308977004858
a_subj(groupA).125,1.31091903446,0.0805979918724,1.16296308199,1.25485769382,1.30706379919,1.36344365326,1.47485853931,0.00106071060191
a_subj(groupA).126,3.5025535064,0.25077055332,3.01455658394,3.33215578679,3.4970733846,3.66954125783,3.98973580076,0.00373269956993
a_subj(groupA).127,2.20759992152,0.153444058233,1.92364776138,2.10093226422,2.20290038058,2.31084305248,2.5241983688,0.00219019771647
a_subj(groupA).128,4.01006956158,0.285368753027,3.47045742203,3.80945343745,4.00232456628,4.20379140136,4.57006359597,0.00473337142989
a_subj(groupA).129,3.84009964767,0.293963128758,3.3001733485,3.63615539715,3.83060955912,4.03418417461,4.44414156564,0.00437502509364
a_subj(groupA).130,2.01790667153,0.143594639213,1.75321876912,1.9188455839,2.01092273989,2.11250271067,2.31533460304,0.0020059022836
a_subj(groupA).131,1.66051013731,0.102591676707,1.46919188408,1.58933029329,1.65729212802,1.73039998215,1.86351874868,0.00140927594576
a_subj(groupA).132,1.63393879063,0.110656727311,1.42739591465,1.55820245586,1.63086926398,1.70601980255,1.86901769158,0.00173801871923
a_subj(groupA).133,1.70986411596,0.118429714974,1.49534814091,1.62737277709,1.70529087598,1.78978744622,1.94637228273,0.00169234717029
a_subj(groupA).134,2.0798567058,0.139258352602,1.81666073155,1.98564715835,2.07541220613,2.17076052375,2.36272423922,0.00210520032177
a_subj(groupA).135,2.57602117376,0.166165770028,2.26730884913,2.4604411068,2.5709617118,2.68657371056,2.9135244724,0.00228568393733
a_subj(groupA).136,1.31122031767,0.0831766225154,1.15596449754,1.25416890962,1.30679010835,1.36585784353,1.48102282835,0.00107013505634
a_subj(groupA).137,3.0154318626,0.216138687334,2.60886353176,2.86606534901,3.01199546037,3.16185953148,3.44685600563,0.00293865087238
a_subj(groupA).138,0.885860965214,0.0522437422771,0.786935688376,0.84990848915,0.884925057244,0.920582473206,0.992909960802,0.000809464615007
a_subj(groupA).139,1.04152999172,0.0614435454808,0.92403195208,1.00000812246,1.03951093535,1.0822492201,1.16656235666,0.000826254651885
a_subj(groupA).140,2.55557293033,0.174631876768,2.22857170632,2.43178601285,2.54941546649,2.67494493947,2.90326661605,0.00259622328482
a_subj(groupA).141,3.22933494116,0.219969738757,2.82065619751,3.07337976308,3.22685599314,3.37130164839,3.67309703811,0.0033309824706
a_subj(groupA).142,1.96281011702,0.113875273535,1.74276299414,1.88691884887,1.95871068364,2.03724315259,2.19712214289,0.00164163977222
a_subj(groupA).143,0.528025852214,0.0302563094851,0.472128668087,0.507429292116,0.526507394905,0.54752094953,0.589720941583,0.000491064219421
a_subj(groupA).144,1.9718238863,0.13262116714,1.72316286286,1.88026888654,1.96798561763,2.05865817994,2.24004678494,0.00183724476785
a_subj(groupA).145,2.89475192527,0.194943646435,2.52880991547,2.75913156025,2.88749188494,3.02135293657,3.29471447305,0.0027757793182
a_subj(groupA).146,3.04341349286,0.212391470322,2.63676128339,2.90011361172,3.03760666485,3.18073943313,3.484510855,0.00351647413479
a_subj(groupA).147,2.73846309552,0.191155148577,2.38185863602,2.60570039102,2.73336926157,2.86405305846,3.12167265443,0.00308123024614
a_subj(groupA).148,1.94691166177,0.132699434795,1.69387179085,1.85418549245,1.94487897532,2.03153308559,2.22281132617,0.00177600266122
a_subj(groupA).149,2.26959951713,0.153533431607,1.98405345312,2.16134252465,2.26486884668,2.3685197412,2.58603100734,0.00268895689939
a_subj(groupA).150,1.68415721087,0.110208430467,1.48048707765,1.60851074744,1.67882399383,1.75849015719,1.90927339047,0.00144171704701
a_subj(groupA).151,1.50291699301,0.0936876552047,1.32762206876,1.43952945227,1.50082078608,1.56489160575,1.6939047474,0.00142285293396
a_subj(groupA).152,0.323579250947,0.0196334648079,0.287616678214,0.310151043639,0.322595348719,0.336041325262,0.364654056444,0.00031099686609
a_subj(groupA).153,1.51234169184,0.090997566732,1.34583143617,1.44865061056,1.50815914947,1.57347158166,1.70100500519,0.00137030769537
a_subj(groupA).154,1.51140798858,0.101470401115,1.32483168742,1.43998172758,1.50907958022,1.57713551802,1.71962010779,0.00132320956627
